"","Country.Name","Property.Rights","Change.in.Property.Rights.from.2015","Freedom.from.Corruption","Change.in.Freedom.from.Corruption.from.2015","Fiscal.Freedom","Change.in.Fiscal.Freedom.from.2015","Gov.t.Spending","Change.in.Gov.t.Spending.from.2015","Business.Freedom","Change.in.Business.Freedom.from.2015","Labor.Freedom","Change.in.Labor.Freedom.from.2015","Monetary.Freedom","Change.in.Monetary.Freedom.from.2015","Trade.Freedom","Change.in.Trade.Freedom.from.2015","Investment.Freedom","Change.in.Investment.Freedom.from.2015","Financial.Freedom","Change.in.Financial.Freedom.from.2015","Tariff.Rate....","Income.Tax.Rate....","Corporate.Tax.Rate....","Tax.Burden...of.GDP","Gov.t.Expenditure...of.GDP","Population..Millions.","GDP..Billions..PPP.","GDP.Growth.Rate....","X5.Year.GDP.Growth.Rate....","GDP.per.Capita..PPP.","Unemployment....","Inflation....","FDI.Inflow..Millions.","Public.Debt....of.GDP.","HUMAN.FREEDOM..Rank.","HUMAN.FREEDOM..Quartile.","Procedural.Justice","Civil.Justice","Criminal.Justice","Rule.of.Law","Homicide","Homicide.DATA","Disappearances","Violent.Conflicts","Violent.Conflicts.DATA","Organised.Conflicts","Terrorism.Fatalities","Terrorism.Fatalities.DATA","Terrorism.Injuries","Terrorism.Injuries.DATA","Disapperances","Conflicts","and.Terrorism","Female.Genital.Mutilation","Missing.Women","Inheritance.Rights..Widows","Inheritance.Rights..Daughters","Inheritance.Rights","Women.s.Security...Safety","Security...Safety","Domestic.Movement","Foreign.Movement","Women.s.Movement","Movement","Establishing.Religious.Organizations","Operating.Religious.Organizations","Establishing.and.Operating.Religious.Organizations","Harassment.and.Physical.Hostilities","Legal.and.Regulatory.Restrictions","Religion","Association","Assembly","Establishing.Political.Parties","Operating.Political.Parties","Establishing.and.Operating.Political.Parties","Establishing.Professional.Organization","Operating.Professional.Organization","Establishing.and.Operating.Professional.Organization","Establishing.Educational","Sporting.and.Cultural.Organizations","Operating.Educational","Sporting.and.Cultural.Organizations.1","Establishing.and.Operating.Educational","Sporting.and.Cultural.Organizations.2","Association.1","Assembly.1","X..Civil.Society","Press.Killed","Press.Killed.DATA","Press.Jailed","Press.Jailed.DATA","Laws.and.Regulations.that.Influence.Media.Content","Political.Pressures.and.Controls.on.Media.Content","Access.to.Cable.Satellite","Access.to.Foreign.Newspapers","State.Control.over.Internet.Access","Expression...Information","Legal.Gender","Parental.Authority..In.Marriage","Parental.Authority..After.Divorce","Parental.Rights","Male.to.Male.Relationships","Female.to.Female.Relationships","Same.Sex.Relationships","Divorce","Identity...Relationships","PERSONAL.FREEDOM..Score.","PERSONAL.FREEDOM..Rank.","Government.Consumption","Government.Consumption.DATA","Transfers.and.subsidies","Transfers.and.subsidies.DATA","Government.enterprises.and.investment","Government.enterprises.and.investment.DATA","Top.marginal.income.tax.rate","Top.marginal.income.tax.rate.DATA","Top.marginal.income.and.payroll.tax.rate","Top.marginal.income.and.payroll.tax.rate.DATA","Top.marginal.tax.rate","Size.of.Government","Judicial.independence","Impartial.courts","Protection.of.property.rights","Military.interference.in.rule.of.law.and.politics","Integrity.of.the.legal.system","Legal.enforcement.of.contracts","Regulatory.restrictions.on.the.sale.of.real.property","Reliability.of.police","Business.costs.of.crime","Gender.Adjustment","Legal.System...Property.Rights","Money.growth","Money.growth.DATA","Standard.deviation.of.inflation","Standard.deviation.of.inflation.DATA","Inflation..Most.recent.year","Inflation..Most.recent.year.DATA","Freedom.to.own.foreign.currency.bank.accounts","Sound.Money","Revenue.from.trade.taxes....of.trade.sector.","Revenue.from.trade.taxes....of.trade.sector..DATA","Mean.tariff.rate","Mean.tariff.rate.DATA","Standard.deviation.of.tariff.rates","Standard.deviation.of.tariff.rates.DATA","Tariffs","Non.tariff.trade.barriers","Compliance.costs.of.importing.and.exporting","Regulatory.trade.barriers","Black.market.exchange.rates","Foreign.ownership.investment.restrictions","Capital.controls","Freedom.of.foreigners.to.visit","Controls.of.the.movement.of.capital.and.people","Freedom.to.trade.internationally","Ownership.of.banks","Private.sector.credit","Interest.rate.controls.negative.real.interest.rates.","Credit.market.regulations","Hiring.regulations.and.minimum.wage","Hiring.and.firing.regulations","Centralized.collective.bargaining","Hours.Regulations","Mandated.cost.of.worker.dismissal","Conscription","Labor.market.regulations","Administrative.requirements","Bureaucracy.costs","Starting.a..business","Extra.payments.bribes.favoritism","Licensing.restrictions","Tax.compliance","Business.regulations","Regulation","ECONOMIC.FREEDOM..Score.","ECONOMIC.FREEDOM..Rank."
"28","Canada","90","0","81","0","80","0.1","50.4","2.1","81.8","-7.2","72.6","-3.5","76.9","-1","87","-1.4","80","0","80","0","1.5","29","15","30.6","40.7","35.5","1591.6 ","2.5","2.6","44843","6.9","1.9","53864.00","86.5","57","5","1","8","6","7","2","7","4","7","7","9","3","1","7","10","0","10","0","0","0","10","0","10","0","0","0","9","8","0","9","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","8","10","0","10","0","10","0","10","0",NA,NA,"10","0","8","4","8","6","9","0","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","3","8","3","10","0","10","0","10","0","9","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","9","15","12","3","9","26","7","7","2","10","9","8","0","16","7","5","0","39-50","5","0","39-50"
"29","Chad","20","0","22","3","46","-0.2","84.3","0.7","30.9","3.8","48.9","1.2","71.4","-4.2","49.8","-5.4","50","5","40","0","15.1","60","45","6.6","22.9","11.3","29.5 ","6.9","7","2617","7","1.7","760.5","25","47","147","4",NA,NA,NA,"2","9","6","4","9","0","5","0","10","0","0","0","2","5","9","5","1","5","9","1","4","7","7","2","5","6","10","0","0","0","0","0","0","0","5","2","6","3","10","0","10","0","5","0","8","3",NA,NA,"7","5","9","2","7","8","8","2","5","0","5","0",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"7","5","6","5","10","0","0","0","10","0","0","0","2","7","2","5","10","0","7","5","10","0","7","5",NA,"0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","7","5","51","136","10","0","5","3","9","9","0","8","10","0","13","4","1","0","60","0","1","0","60","0","1","0"
"30","Chile","85","-5","73","2","74.8","-1.7","83.1","-0.2","72.1","2.8","64.3","-2.7","82.9","-2.7","86.4","4.4","85","-5","70","0","1.8","40","22.5","20.2","23.7","17.8","409.3 ","1.8","4.6","22971","6.4","4.4","22949.20","13.9","1","32","1","7","7","6","3","5","6","6","5","8","6","3","5","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","2","10","0","10","0","10","0","5","0","5","0","5","0","8","3","9","0","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","1","8","7","9","3","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","7","3","6","8","10","0","10","0","10","0","9","2","0","0","0","0","0","0","0","0","10","0","10","0","10","0","10","0","5","0","8","22","39","6","6","17","5","7","9","8","2","10","0","10","4","7","0","40","0","7","0"
"31","China","20","0","36","-4","69.7","0","74.3","-7.2","54.2","2.1","62","-1","70.6","-3.6","72.8","1","30","5","30","0","3.6","45","25","19.4","29.3","1367.8","17617.3 ","7.4","8.5","12880","4.7","2","128500.00","41.1","91","135","4","4","0","5","4","4","8","4","7","9","8","0","6","0","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","7","0","10","0","2","5","5","0","5","0","5","0","5","8","7","5","0","0","0","0","10","0","3","3",NA,NA,"0","0","7","5","3","5","3","7","2","5","2","5",NA,NA,"0","0",NA,NA,"0","0",NA,NA,"2","5","1","5","10","0","0","0","9","7","38","0","0","0","1","5","7","5","2","5","5","0","5","2","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","5","35","141","3","9","26","9","8","3","6","8","2","0","46","1","6","0","45","0","6","0"
"32","Colombia","50","0","37","1","80.1","-0.2","74.4","-1.6","78.2","-3.3","77.6","-4.1","79.6","-0.5","81","-0.2","80","0","70","0","4.5","33","25","16.5","29.2","47.7","640.1 ","4.6","4.8","13430","10.1","2.9","16053.80","38","76","87","3","5","0","4","9","3","4","4","4","0","0","25","5","0","0","9","8","0","6","2","5","9","7","0","8","9","8","1","2","6","4","10","0","10","0","10","0","10","0","10","0","10","0","5","5","10","0","10","0","5","0","8","3",NA,NA,"10","0","8","2","8","0","8","7","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","5","7","3","5","10","0","10","0","10","0","8","5","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","2","79","5","1","22","7","7","8","8","4","10","0","14","8","7","0","33","0","2","0"
"33","Costa Rica","50","0","54","1","79.4","-0.6","88.7","-1.2","68.6","4.1","53.8","-0.8","77.6","1.8","81.6","-2.2","70","0","50","0","4.2","25","30","23.2","19.4","4.8","71.0 ","3.5","4.3","14864","8.3","3.2","2105.90","39.8","86","37","1","8","1","6","3","5","6","6","6","5","2","11","9","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","4","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","4","4","8","8","1","10","0","10","0",NA,NA,"10","0",NA,NA,"7","5",NA,NA,"10","0","9","5","10","0","0","0","10","0","0","0","8","7","8","5","10","0","10","0","10","0","9","6","0","0","5","0","10","0","7","5","10","0","10","0","10","0","10","0","6","9","8","17","40","5","4","21","5","8","5","6","0","10","0",NA,"9","0","25","0","4","0","44"
"34","Croatia","35","-5","48","0","70.8","-4.1","33.7","-12.8","60.3","4.5","42.4","-0.4","78.7","-1.3","87.4","0.2","75","-5","60","0","1.3","40","20","30.4","47","4.2","88.5 ","-0.4","-1.1","20889","16.7","-0.2","3451.20","80.9","71","44","2","6","3","5","7","5","1","5","7","9","6","1","0","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","9","10","0","10","0","10","0","10","0",NA,NA,"7","5","9","1","7","6","8","1","10","0","10","0",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"10","0","9","0","10","0","0","0","10","0","0","0","7","0","5","8","10","0","10","0","7","5","8","6","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","46","35","4","4","24","9","4","3","21","4","8","0","16","2","4","0","40-47","0","0","58-63"
"35","Cyprus","70","0","63","0","76.1","-3.4","47.3","10.6","74.5","-5","58.2","-1.4","85.3","2.6","88","0","75","5","50","0","1","35","12.5","31.8","41.9","0.9","27.4 ","-2.3","-1.7","30769","15.6","-0.3","679","107.1","11","30","1",NA,NA,NA,"6","3","9","6","1","1","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","9","7","10","0","10","0","10","0","10","0",NA,NA,"7","5","8","6","5","4","7","2","10","0","10","0",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"7","5","8","5","10","0","0","0","10","0","0","0","8","7","7","5","10","0","10","0","10","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","51","34","6","5","17","8","6","2","14","3","10","0",NA,"7","0","35","0","6","0","37","0","6","5"
"36","Denmark","95","0","92","1","39.5","-0.1","2.3","0.5","95.4","-2","86","-6.1","84.4","-3.2","88","0","90","0","80","0","1","56","23.5","48.6","57.1","5.6","249.5 ","1","0.5","44343","6.6","0.6","3651.90","42.6","55","6","1","9","3","8","6","8","2","8","7","9","6","1","0","10","0","10","0","0","0","10","0","9","9","0","2","9","9","0","5","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","9","10","0","10","0","10","0","10","0",NA,NA,"10","0","7","7","5","4","7","7","10","0","10","0",NA,NA,"10","0",NA,NA,"7","5",NA,NA,"10","0","9","5","10","0","0","0","10","0","0","0","9","3","8","5","10","0","10","0","10","0","9","7","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","33","4","1","5","34","9","4","5","20","6","8","0","18","8","3","0","52","0","2","0"
"37","Ecuador","15","0","33","-2","79.2","0.1","41.8","-9.2","55.5","4.1","51.6","0.3","68.1","-0.1","71.4","0","30","0","40","0","4.3","35","22","19.3","44","16","180.2 ","3.6","5","11244","4.6","3.6","773.9","29.8","81","83","3","4","4","4","6","3","8","4","3","7","7","5","9","10","0","10","0","0","0","7","5","10","0","0","1","9","9","0","4","9","5","10","0","10","0","10","0","10","0","10","0","10","0","9","0","10","0","10","0","10","0","10","0",NA,NA,"5","0","9","3","9","1","7","8","7","5","10","0",NA,NA,"5","0",NA,NA,"2","5",NA,NA,"7","5","6","5","10","0","0","0","10","0","0","0","2","3","3","3","10","0","10","0","10","0","7","9","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","55","59","6","1","19","3","9","6","2","0","2","0","46","5","6","0","36","0","4","0"
"38","Egypt","20","0","37","5","85.6","-0.2","65.9","-2.1","68.3","2.9","51.4","-2.2","65.8","-1.6","70.6","0.6","55","5","40","0","9.7","25","25","13.9","33.7","86.7","943.1 ","2.2","2.7","10877","13.2","10.1","4783.20","90.5","81","156","4","2","9","3","8","4","2","3","6","9","0","2","5","0","0","9","1","2","8","2","5","7","9","6","3","8","7","6","5","5","6","0","9","7","5","0","0","0","0","0","0","2","8","5","8","5","0","0","0","0","0","1","7",NA,NA,"2","5","5","9","2","8","3","7","5","0","2","5",NA,NA,"2","5",NA,NA,"2","5",NA,NA,"5","0","3","5","10","0","0","0","7","4","25","0","1","3","1","5","7","5","10","0","7","5","6","5",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","89","158","8","2","12","1","7","1","11","3","2","0","42","0","9","0","23","0","5","0","39"
"39","El Salvador","35","0","39","1","79.1","-0.3","85.3","-0.2","56","2.7","52.6","-0.7","83.4","0.9","85.8","0.6","75","0","60","-10","2.1","30","30","17.1","22.1","6.4","50.9 ","2","1.8","8021","6.2","1.1","275","56.5","3","70","2","5","1","5","0","3","0","4","4","0","0","82","8","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","10","0","10","0","10","0","10","0","10","0","10","0","6","5","10","0","10","0","10","0","10","0",NA,NA,"10","0","9","4","7","8","9","1","7","5","7","5",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"10","0","8","0","0","0","1","0","10","0","0","0","6","7","5","5","10","0","10","0","10","0","7","5","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","5","6","92","83","8","2","12","0","9","5","2","4","8","0","15","8","8","0","30","0","8","0"
"40","Estonia","90","0","69","1","81.9","1.3","54.9","1.7","79","-2.5","57.2","-1.5","82.2","4.6","88","0","90","0","80","0","1","20","20","31.8","38.8","1.3","35.6 ","2.1","3.8","26999","7.7","0.5","982.9","9.7","44","14","1","8","8","7","8","6","8","7","8","8","7","3","2","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","6","10","0","10","0","10","0","10","0",NA,NA,"7","5","9","1","8","4","8","3","10","0","7","5",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","9","5","10","0","0","0","10","0","0","0","8","3","9","0","10","0","10","0","10","0","9","6","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","9","1","17","3","5","28","2","6","1","15","0","7","0","21","5","10","0","20","0","4","0"
"41","Ethiopia","30","0","33","0","77.2","-0.2","90.5","-0.9","55.8","-0.1","57.7","1.3","66","-0.1","65","0.6","20","0","20","0","10","35","30","12.4","17.8","91","144.6 ","10.3","10.2","1589","5.2","7.4","1200.00","21.9","40","150","4","2","6","3","9","3","4","3","3","7","0","7","6","5","0","9","8","0","5","2","5","9","1","2","7","9","8","0","8","7","3","2","6","10","0","5","0","5","0","5","0","5","9","6","7","5","0","5","0","10","0","6","7",NA,NA,"2","5","8","1","6","0","5","6","0","0","0","0",NA,NA,"2","5",NA,NA,"2","5",NA,NA,"2","5","1","5","10","0","0","0","8","4","16","0","0","3","0","5","7","5","7","5","2","5","5","3",NA,"10","0","10","0","10","0","0","0","0","0","0","0","10","0","6","7","5","6","150","8","2","12","2","9","1","3","8","4","0","36","2","7","0","35","0","3","0","48"
"42","Fiji","30","5","22.3","0","81.2","-0.1","75.3","0.7","62","-1.2","70.6","-4.6","77.6","-0.7","68.8","-1.4","50","0","50","0","10.6","29","20","25.3","28.7","0.9","7.3 ","4.1","3.2","8236","7.9","0.5","278.9","49.5","29","55","2",NA,NA,NA,"4","7","9","1","2","3","10","0","10","0","0","0",NA,"10","0","0","0","10","0","0","0","10","0","10","0","7","5","5","0","5","0","5","0","7","5","8","9","10","0","5","0","10","0","8","3",NA,NA,NA,"9","1","9","4","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","10","0","0","0","4","7","6","0",NA,NA,NA,"7","7",NA,"10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","7","79","49","3","5","28","1","9","5","2","5","6","0","29","6","5","0","49","0","5","0","49","0","5","0","6","0",NA,"4","6",NA,"7","9",NA,"5","1"
"43","Finland","90","0","89","0","66.5","0.1","0.8","-2.8","90.7","-1.9","53.7","-1.1","81.9","2","88","0","85","-5","80","0","1","31.8","20","44","57.5","5.5","221.0 ","-0.1","0.5","40347","8.6","1.2","18624.70","59.6","47","10","1","9","5","8","0","8","5","8","6","9","4","1","4","10","0","10","0","0","0","10","0","10","0","0","0","10","0","0","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","8","10","0","10","0","10","0","10","0",NA,NA,"10","0","8","7","5","0","7","9","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","7","9","0","10","0","10","0","10","0","9","7","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","3","9","29","5","2","9","30","3","3","2","25","3","8","0","18","7","3","0","48-54","2","0","54-59"
"44","France","80","0","69","-2","47.7","0.2","2.5","0","78.4","-1.8","43.5","0","79.1","1.6","83","0","70","0","70","0","1","45","34.3","45","57","63.9","2580.8 ","0.4","1","40375","9.9","0.6","15191.10","95.1","1","32","1","6","8","7","0","6","5","6","8","9","5","1","4","10","0","10","0","0","0","10","0","9","5","1","4","8","6","7","0","9","6","10","0","10","0","10","0","10","0","10","0","10","0","9","7","10","0","10","0","10","0","10","0",NA,NA,"7","5","7","1","7","2","7","3","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","0","6","8","10","0","10","0","10","0","9","3","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","8","77","25","3","0","29","9","2","4","28","3","8","0","15","6","5","0","50","0","2","0"
"45","Gabon","40","0","37","3","77.6","0.1","74.5","-0.1","58.4","0.5","61.9","-2.4","78.4","0","61.8","0.8","60","5","40","0","14.1","35","30","10.6","29.2","1.6","36.3 ","5.1","5.9","22924","19.7","4.5","972.9","27.8","58","144","4",NA,NA,NA,"4","2","6","8","8","0","10","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","9","0","10","0","7","5","10","0","5","0","7","5","8","3","8","0","0","0","0","0","0","0","0","0",NA,NA,"7","5","9","9","9","4","8","9","5","0","2","5",NA,NA,"2","5",NA,NA,"2","5",NA,NA,"7","5","4","0","10","0","0","0","10","0","0","0","2","0","3","8","7","5","7","5","2","5","6","2",NA,"0","0","0","0","0","0","10","0","10","0","10","0","0","0","3","3","5","32","144","3","7","27","5","9","8","1","2","8","0","17","6","5","0","40","0","2","0","53","0","3","5"
"46","Gambia","25","0","29","1","75.5","0.1","78","4.6","53.4","-2.3","65.8","-0.9","64.7","-6.1","65","0","65","0","50","0","12.5","35","32","14.3","27.1","1.9","3.1 ","-0.2","2.5","1599","7","6.3","28.4","100.2","6","32","115","3",NA,NA,NA,"4","0","6","3","9","1","5","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","8","0","2","4","10","0","0","0","0","0","0","0","4","1","6","2","10","0","5","0","5","0","6","7",NA,NA,NA,"8","7","6","5","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","0","0","3","0","0","3","1","3",NA,NA,NA,"2","9",NA,"10","0","10","0","10","0","0","0","0","0","0","0","5","0","5","0","5","30","145","8","3","11","7","9","6","2","0","4","0","34","1","8","0","30","0","8","0","30","0","8","0","7","5","4","6","5","1","5","8","3"
"47","Georgia","40","0","52","3","87.6","0.4","75.3","1.5","86.5","-2.1","75.7","-4.2","80.5","-2.2","88.6","0","80","0","60","0","0.7","20","15","24.8","28.7","4.5","34.2 ","4.7","5.6","7653","13.4","3.1","1279.10","35.1","80","40","1","5","6","5","4","5","1","5","4","9","6","1","0","10","0","10","0","0","0","5","0","9","9","0","3","9","6","1","9","8","9","10","0","7","5","5","0","5","0","5","0","7","5","8","7","5","0","10","0","10","0","8","3",NA,NA,"7","5","8","1","5","9","7","2","10","0","7","5",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"10","0","8","5","10","0","0","0","10","0","0","0","5","7","4","8","10","0","10","0","10","0","8","6","7","0","5","0","5","0","5","0","10","0","10","0","10","0","10","0","8","0","7","58","58","5","3","22","1","6","9","11","9","8","0","16","7","10","0","20","0","10","0"
"48","Germany","90","0","79","1","61.5","0.7","41.3","1.2","90","1.8","50.6","-0.6","83.3","1.8","88","0","90","0","70","0","1","47.5","15.8","36.7","44.3","81.1","3721.6 ","1.6","2","45888","5","0.8","1830.90","73.1","46","13","1","8","6","8","5","7","7","8","3","9","5","1","2","10","0","10","0","0","0","10","0","9","9","0","3","9","7","1","5","9","9","10","0","10","0","10","0","10","0","10","0","10","0","9","8","10","0","10","0","10","0","10","0",NA,NA,"10","0","7","3","5","8","7","7","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","8","0","7","5","10","0","10","0","10","0","9","4","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","9","24","9","3","9","26","9","3","1","26","0","10","0","10","8","5","0","47","0","5","0"
"49","Ghana","50","0","48","2","84.9","0.3","77.6","6.8","61.5","-1","56.5","-0.4","66.5","-2.7","65","0.2","60","-5","60","0","10","25","25","16.1","27.3","26.2","108.3 ","4.2","8.3","4129","2.4","15.5","3357.00","67.6","24","57","2","5","8","6","2","5","1","5","7","9","3","1","7","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5","9","6","10","0","5","0","5","0","5","0","8","2","9","0","10","0","10","0","10","0","10","0",NA,NA,"7","5","8","8","8","0","8","1","7","5","7","5",NA,NA,"7","5",NA,NA,"7","5",NA,NA,"7","5","7","5","10","0","0","0","10","0","0","0","7","0","6","8","10","0","7","5","10","0","8","8",NA,"10","0","5","0","7","5","0","0","10","0","5","0","10","0","7","5","7","87","46","5","4","21","5","9","6","1","8","6","0","29","2","9","0","25","0","5","0","37"
"50","Greece","40","0","43","3","64.4","0.2","0","0","73.8","0.5","50.2","-1.4","77.7","-0.1","83","0","60","0","40","-10","1","42","26","33.5","60.1","11","284.3 ","0.8","-4.8","25859","26.3","-1.4","2171.60","177.2","20","61","2","6","4","5","7","5","3","5","8","9","7","0","8","10","0","10","0","0","0","5","0","8","0","6","1","10","0","0","2","8","6","10","0","10","0","5","0","5","0","5","0","8","3","8","9","10","0","10","0","10","0","10","0",NA,NA,"10","0","7","6","4","4","7","3","10","0","10","0",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","10","0","10","0","0","0","10","0","0","0","5","7","5","5","10","0","10","0","10","0","8","7","7","0","5","0","5","0","5","0","10","0","10","0","10","0","5","0","6","8","7","95","45","5","2","22","5","3","9","23","0","6","0","27","0","4","0","55","0","1","0"
"51","Guatemala","20","0","32","3","79.1","-0.5","94.3","0.2","62.5","7.8","50.9","0.3","77.9","1.1","86.4","1.8","65","0","50","0","1.8","31","31","13","13.8","15.9","119.1 ","4","3.5","7503","2.9","3.4","1395.80","23.7","9","66","2","5","4","3","5","3","0","4","0","0","0","27","3","10","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","9","0","10","0","10","0","10","0","10","0","10","0","10","0","6","3","10","0","10","0","10","0","10","0",NA,NA,"10","0","8","9","6","5","8","5","7","5","7","5",NA,NA,"10","0",NA,NA,"2","5",NA,NA,"10","0","7","5","4","0","1","0","10","0","0","0","4","0","4","3","10","0","10","0","10","0","7","5","0","0","5","0","5","0","5","0","10","0","10","0","10","0","10","0","6","3","6","55","99","8","7","10","3","9","9","0","9","10","0","10","0","10","0","7","0","9","0"
"52","Guinea","20","5","25","1","68.5","0.4","81.2","1.7","51.4","-0.2","71.8","-2.6","69.2","2.5","61.2","0","45","5","40","0","11.9","40","35","17.9","25.1","11.4","15.0 ","0.4","2.5","1313","1.8","9.7","566","37.4","65","141","4",NA,NA,NA,"3","1","6","5","8","8","10","0","10","0","0","0","7","5","10","0","0","1","10","0","0","0","9","5","0","4","7","5","10","0","5","0","7","5","5","1","7","0","0","0","5","0","5","0","3","3",NA,NA,"10","0","9","1","6","5","8","5","7","5","7","5",NA,NA,"10","0",NA,NA,"10","0",NA,NA,"10","0","9","0","1","9","1","0","10","0","0","0","3","3","2","8","7","5","7","5","7","5","5","8",NA,"0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","7","5","37","140","9","6","7","2",NA,NA,"6","0","25","4","5","0","40","0","3","0","48","0","4","0","6","5"
"53","Guinea-Bissau","20","0","19","0","89.3","0.2","94.1","6.1","36.7","-2.9","61.1","-0.6","78.5","1","59.4","-6","30","0","30","0","12.8","20","25","6.5","14","1.7","2.5 ","2.5","2.8","1436","6.9","-1","21.5","61","5","133","4",NA,NA,NA,"2","8","6","2","9","5","10","0","10","0","0","0","5","0","10","0","0","0","10","0","0","0","9","0","5","0","10","0","5","0","0","0","2","5","5","8","7","0","10","0","10","0","10","0","10","0",NA,NA,NA,"9","9","9","8","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","10","0","0","0","4","3","4","0",NA,NA,NA,"7","1",NA,"5","0","5","0","5","0","10","0","10","0","10","0","10","0","8","3","6","86","87","7","6","14","1",NA,NA,"0","0","64","7","9","0","25","0","4","0","45","0","6","5","4","7",NA,"3","2",NA,"3","3","4","2","3","3"
"54","Guyana","30","5","30","3","68.7","0","73.1","2.3","63","-0.8","70.7","-3.8","77.4","-1","70.8","-1.2","40","-5","30","0","7.1","33.3","40","20.6","29.9","0.8","5.5 ","3.8","4.7","6895","11.1","1","255.2","65.8","68","96","3","4","9","5","1","4","0","4","7","2","7","18","4","10","0","10","0","0","0","7","5","10","0","0","0","10","0","0","0","9","5",NA,NA,"10","0","10","0","10","0","10","0","7","4","10","0","10","0",NA,"10","0",NA,NA,NA,"9","7","8","7","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","0","0","10","0","0","0","6","3","6","0",NA,NA,NA,"8","1",NA,NA,NA,NA,"0","0","10","0","5","0",NA,"5","0","7","4","78","5","3","22","1",NA,NA,"6","0","26","7","8","0","30","0","5","0","40","0","6","5","5","9","3","9","4","1","4","5","6","7","2","5","4","4","7","6"
